序号,日期,出发地,目的地,出发时间,到达时间,高温,低温,天气状况,风向,延误率
206,2019/4/23,江北国际机场,高崎国际机场,2019/4/23 20:50,2019/4/23 23:20,27,22,多云,无持续风向,0.76 
208,2019/4/23,江北国际机场,高崎国际机场,2019/4/23 9:00,2019/4/23 13:05,27,22,多云,无持续风向,0.83 
259,2019/4/23,双流国际机场,流亭国际机场,2019/4/23 6:05,2019/4/23 8:50,28,20,多云,无持续风向,0.81 
260,2019/4/23,双流国际机场,流亭国际机场,2019/4/23 6:05,2019/4/23 8:50,28,20,多云,无持续风向,0.74 
261,2019/4/23,双流国际机场,流亭国际机场,2019/4/23 6:05,2019/4/23 8:50,28,20,多云,无持续风向,0.81 
265,2019/4/23,双流国际机场,流亭国际机场,2019/4/23 17:00,2019/4/23 20:00,28,20,多云,无持续风向,0.76 
270,2019/4/23,双流国际机场,流亭国际机场,2019/4/23 13:35,2019/4/23 17:35,28,20,多云,无持续风向,0.87 
285,2019/4/23,双流国际机场,浦东国际机场,2019/4/23 13:40,2019/4/23 16:30,28,20,多云,无持续风向,0.70 
296,2019/4/23,双流国际机场,虹桥国际机场,2019/4/23 17:45,2019/4/23 20:20,28,20,多云,无持续风向,0.85 
304,2019/4/23,双流国际机场,浦东国际机场,2019/4/23 20:55,2019/4/24 0:05,28,20,多云,无持续风向,0.77 
307,2019/4/23,双流国际机场,浦东国际机场,2019/4/23 7:35,2019/4/23 12:35,28,20,多云,无持续风向,0.74 
334,2019/4/23,黄花国际机场,高崎国际机场,2019/4/23 13:25,2019/4/23 14:50,27,20,小雨,无持续风向,0.70 
335,2019/4/23,黄花国际机场,高崎国际机场,2019/4/23 14:05,2019/4/23 15:35,27,20,小雨,无持续风向,0.73 
338,2019/4/23,黄花国际机场,高崎国际机场,2019/4/23 16:05,2019/4/23 17:30,27,20,小雨,无持续风向,0.77 
340,2019/4/23,黄花国际机场,高崎国际机场,2019/4/23 19:50,2019/4/23 21:15,27,20,小雨,无持续风向,0.70 
344,2019/4/23,白云国际机场,流亭国际机场,2019/4/23 9:20,2019/4/23 12:10,25,22,大雨,无持续风向,0.83 
353,2019/4/23,白云国际机场,流亭国际机场,2019/4/23 6:45,2019/4/23 15:40,25,22,大雨,无持续风向,0.76 
367,2019/4/23,新桥国际机场,江北国际机场,2019/4/23 20:55,2019/4/23 23:00,28,17,晴,无持续风向,0.83 
373,2019/4/23,新桥国际机场,高崎国际机场,2019/4/23 13:30,2019/4/23 15:05,28,17,晴,无持续风向,0.79 
374,2019/4/23,新桥国际机场,高崎国际机场,2019/4/23 15:25,2019/4/23 17:10,28,17,晴,无持续风向,0.70 
375,2019/4/23,新桥国际机场,高崎国际机场,2019/4/23 15:25,2019/4/23 17:10,28,17,晴,无持续风向,0.81 
377,2019/4/23,新桥国际机场,高崎国际机场,2019/4/23 16:50,2019/4/23 18:30,28,17,晴,无持续风向,0.85 
380,2019/4/23,新桥国际机场,高崎国际机场,2019/4/23 13:30,2019/4/23 15:05,28,17,晴,无持续风向,0.79 
385,2019/4/23,新桥国际机场,宝安国际机场,2019/4/23 9:35,2019/4/23 11:45,28,17,晴,无持续风向,0.79 
386,2019/4/23,新桥国际机场,宝安国际机场,2019/4/23 9:35,2019/4/23 11:45,28,17,晴,无持续风向,0.76 
400,2019/4/23,新桥国际机场,咸阳国际机场,2019/4/23 14:55,2019/4/23 16:45,28,17,晴,无持续风向,0.73 
407,2019/4/23,禄口国际机场,江北国际机场,2019/4/23 10:10,2019/4/23 12:25,23,12,阴,无持续风向,0.76 
408,2019/4/23,禄口国际机场,江北国际机场,2019/4/23 10:10,2019/4/23 12:25,23,12,阴,无持续风向,0.83 
434,2019/4/23,禄口国际机场,咸阳国际机场,2019/4/23 14:25,2019/4/23 16:35,23,12,阴,无持续风向,0.81 
435,2019/4/23,禄口国际机场,咸阳国际机场,2019/4/23 14:25,2019/4/23 16:35,23,12,阴,无持续风向,0.85 
438,2019/4/23,禄口国际机场,咸阳国际机场,2019/4/23 17:05,2019/4/23 19:10,23,12,阴,无持续风向,0.70 
439,2019/4/23,禄口国际机场,咸阳国际机场,2019/4/23 20:00,2019/4/23 21:55,23,12,阴,无持续风向,0.81 
443,2019/4/23,流亭国际机场,双流国际机场,2019/4/23 9:55,2019/4/23 13:10,21,10,多云,无持续风向,0.85 
444,2019/4/23,流亭国际机场,双流国际机场,2019/4/23 9:55,2019/4/23 13:10,21,10,多云,无持续风向,0.77 
445,2019/4/23,流亭国际机场,双流国际机场,2019/4/23 9:55,2019/4/23 13:10,21,10,多云,无持续风向,0.83 
447,2019/4/23,流亭国际机场,双流国际机场,2019/4/23 12:45,2019/4/23 15:40,21,10,多云,无持续风向,0.70 
454,2019/4/23,流亭国际机场,双流国际机场,2019/4/23 8:00,2019/4/23 12:15,21,10,多云,无持续风向,0.81 
455,2019/4/23,流亭国际机场,黄花国际机场,2019/4/23 10:50,2019/4/23 13:35,21,10,多云,无持续风向,0.74 
456,2019/4/23,流亭国际机场,黄花国际机场,2019/4/23 18:10,2019/4/23 20:55,21,10,多云,无持续风向,0.79 
464,2019/4/23,流亭国际机场,白云国际机场,2019/4/23 20:55,2019/4/23 23:50,21,10,多云,无持续风向,0.51 
473,2019/4/23,流亭国际机场,白云国际机场,2019/4/23 17:30,2019/4/24 0:45,21,10,多云,无持续风向,0.77 
479,2019/4/23,流亭国际机场,禄口国际机场,2019/4/23 7:35,2019/4/23 8:50,21,10,多云,无持续风向,0.81 
483,2019/4/23,流亭国际机场,禄口国际机场,2019/4/23 22:30,2019/4/23 23:45,21,10,多云,无持续风向,0.79 
484,2019/4/23,流亭国际机场,禄口国际机场,2019/4/23 22:30,2019/4/23 23:45,21,10,多云,无持续风向,0.81 
489,2019/4/23,流亭国际机场,高崎国际机场,2019/4/23 21:30,2019/4/23 23:55,21,10,多云,无持续风向,0.83 
491,2019/4/23,流亭国际机场,滨海国际机场,2019/4/23 7:00,2019/4/23 8:20,21,10,多云,无持续风向,0.79 
492,2019/4/23,流亭国际机场,滨海国际机场,2019/4/23 7:00,2019/4/23 8:20,21,10,多云,无持续风向,0.81 
497,2019/4/23,流亭国际机场,天河国际机场,2019/4/23 16:30,2019/4/23 18:40,21,10,多云,无持续风向,0.77 
498,2019/4/23,流亭国际机场,天河国际机场,2019/4/23 17:05,2019/4/23 19:20,21,10,多云,无持续风向,0.87 
505,2019/4/23,高崎国际机场,江北国际机场,2019/4/23 11:45,2019/4/23 14:30,25,19,阴,无持续风向,0.79 
511,2019/4/23,高崎国际机场,江北国际机场,2019/4/23 14:20,2019/4/23 18:10,25,19,阴,无持续风向,0.76 
516,2019/4/23,高崎国际机场,黄花国际机场,2019/4/23 6:50,2019/4/23 8:30,25,19,阴,无持续风向,0.81 
518,2019/4/23,高崎国际机场,黄花国际机场,2019/4/23 15:30,2019/4/23 17:10,25,19,阴,无持续风向,0.81 
519,2019/4/23,高崎国际机场,黄花国际机场,2019/4/23 16:35,2019/4/23 18:20,25,19,阴,无持续风向,0.83 
524,2019/4/23,高崎国际机场,黄花国际机场,2019/4/23 22:25,2019/4/24 0:05,25,19,阴,无持续风向,0.85 
539,2019/4/23,高崎国际机场,浦东国际机场,2019/4/23 8:00,2019/4/23 10:05,25,19,阴,无持续风向,0.76 
555,2019/4/23,高崎国际机场,浦东国际机场,2019/4/23 17:35,2019/4/23 19:35,25,19,阴,无持续风向,0.79 
556,2019/4/23,高崎国际机场,浦东国际机场,2019/4/23 17:35,2019/4/23 19:35,25,19,阴,无持续风向,0.83 
571,2019/4/23,高崎国际机场,咸阳国际机场,2019/4/23 13:25,2019/4/23 16:25,25,19,阴,无持续风向,0.76 
575,2019/4/23,高崎国际机场,咸阳国际机场,2019/4/23 21:25,2019/4/24 0:25,25,19,阴,无持续风向,0.77 
583,2019/4/23,浦东国际机场,江北国际机场,2019/4/23 7:40,2019/4/23 10:30,28,18,多云,无持续风向,0.77 
584,2019/4/23,浦东国际机场,江北国际机场,2019/4/23 7:40,2019/4/23 10:30,28,18,多云,无持续风向,0.70 
589,2019/4/23,虹桥国际机场,江北国际机场,2019/4/23 10:30,2019/4/23 13:20,28,18,多云,无持续风向,0.79 
590,2019/4/23,虹桥国际机场,江北国际机场,2019/4/23 10:30,2019/4/23 13:20,28,18,多云,无持续风向,0.81 
591,2019/4/23,虹桥国际机场,江北国际机场,2019/4/23 10:30,2019/4/23 13:20,28,18,多云,无持续风向,0.70 
611,2019/4/23,浦东国际机场,江北国际机场,2019/4/23 19:15,2019/4/23 22:10,28,18,多云,无持续风向,0.83 
616,2019/4/23,虹桥国际机场,江北国际机场,2019/4/23 21:35,2019/4/24 0:30,28,18,多云,无持续风向,0.74 
617,2019/4/23,虹桥国际机场,江北国际机场,2019/4/23 21:35,2019/4/24 0:30,28,18,多云,无持续风向,0.76 
618,2019/4/23,浦东国际机场,江北国际机场,2019/4/23 22:55,2019/4/24 2:00,28,18,多云,无持续风向,0.76 
619,2019/4/23,浦东国际机场,江北国际机场,2019/4/23 22:55,2019/4/24 2:00,28,18,多云,无持续风向,0.79 
625,2019/4/23,浦东国际机场,江北国际机场,2019/4/23 22:55,2019/4/24 2:05,28,18,多云,无持续风向,0.79 
626,2019/4/23,宝安国际机场,新桥国际机场,2019/4/23 6:10,2019/4/23 8:25,27,22,雷阵雨,无持续风向,0.77 
627,2019/4/23,宝安国际机场,新桥国际机场,2019/4/23 6:10,2019/4/23 8:25,27,22,雷阵雨,无持续风向,0.83 
664,2019/4/23,宝安国际机场,浦东国际机场,2019/4/23 7:55,2019/4/23 10:15,27,22,雷阵雨,无持续风向,0.73 
665,2019/4/23,宝安国际机场,浦东国际机场,2019/4/23 7:55,2019/4/23 10:15,27,22,雷阵雨,无持续风向,0.81 
671,2019/4/23,宝安国际机场,浦东国际机场,2019/4/23 9:20,2019/4/23 11:55,27,22,雷阵雨,无持续风向,0.76 
672,2019/4/23,宝安国际机场,浦东国际机场,2019/4/23 9:20,2019/4/23 11:55,27,22,雷阵雨,无持续风向,0.76 
699,2019/4/23,宝安国际机场,虹桥国际机场,2019/4/23 15:35,2019/4/23 18:05,27,22,雷阵雨,无持续风向,0.85 
722,2019/4/23,宝安国际机场,虹桥国际机场,2019/4/23 20:30,2019/4/23 23:00,27,22,雷阵雨,无持续风向,0.73 
723,2019/4/23,宝安国际机场,虹桥国际机场,2019/4/23 20:30,2019/4/23 23:00,27,22,雷阵雨,无持续风向,0.85 
735,2019/4/23,宝安国际机场,虹桥国际机场,2019/4/23 15:35,2019/4/23 18:05,27,22,雷阵雨,无持续风向,0.76 
747,2019/4/23,宝安国际机场,咸阳国际机场,2019/4/23 7:05,2019/4/23 9:40,27,22,雷阵雨,无持续风向,0.81 
748,2019/4/23,宝安国际机场,咸阳国际机场,2019/4/23 7:05,2019/4/23 9:40,27,22,雷阵雨,无持续风向,0.79 
749,2019/4/23,宝安国际机场,咸阳国际机场,2019/4/23 7:05,2019/4/23 9:40,27,22,雷阵雨,无持续风向,0.76 
774,2019/4/23,宝安国际机场,咸阳国际机场,2019/4/23 20:05,2019/4/24 0:20,27,22,雷阵雨,无持续风向,0.83 
780,2019/4/23,滨海国际机场,流亭国际机场,2019/4/23 14:20,2019/4/23 15:30,23,10,晴,无持续风向,0.83 
781,2019/4/23,滨海国际机场,流亭国际机场,2019/4/23 14:20,2019/4/23 15:30,23,10,晴,无持续风向,0.76 
792,2019/4/23,天河国际机场,流亭国际机场,2019/4/23 7:20,2019/4/23 9:25,30,20,多云,无持续风向,0.76 
797,2019/4/23,天河国际机场,流亭国际机场,2019/4/23 19:45,2019/4/23 22:00,30,20,多云,无持续风向,0.74 
809,2019/4/23,天河国际机场,高崎国际机场,2019/4/23 22:05,2019/4/23 23:50,30,20,多云,无持续风向,0.81 
820,2019/4/23,天河国际机场,宝安国际机场,2019/4/23 18:40,2019/4/23 20:30,30,20,多云,无持续风向,0.79 
980,2019/4/24,江北国际机场,黄花国际机场,2019/4/24 7:30,2019/4/24 9:05,27,22,多云,无持续风向,0.81 
982,2019/4/24,江北国际机场,黄花国际机场,2019/4/24 8:45,2019/4/24 10:20,27,22,多云,无持续风向,0.76 
997,2019/4/24,江北国际机场,天河国际机场,2019/4/24 18:55,2019/4/24 20:20,27,22,多云,无持续风向,0.76 
999,2019/4/24,江北国际机场,天河国际机场,2019/4/24 23:10,2019/4/25 0:40,27,22,多云,无持续风向,0.76 
1008,2019/4/24,双流国际机场,黄花国际机场,2019/4/24 21:30,2019/4/24 23:25,28,20,多云,无持续风向,0.79 
1011,2019/4/24,双流国际机场,黄花国际机场,2019/4/24 13:00,2019/4/24 16:15,28,20,多云,无持续风向,0.77 
1012,2019/4/24,双流国际机场,流亭国际机场,2019/4/24 6:05,2019/4/24 8:50,28,20,多云,无持续风向,0.76 
1013,2019/4/24,双流国际机场,流亭国际机场,2019/4/24 6:05,2019/4/24 8:50,28,20,多云,无持续风向,0.79 
1014,2019/4/24,双流国际机场,流亭国际机场,2019/4/24 6:05,2019/4/24 8:50,28,20,多云,无持续风向,0.77 
1018,2019/4/24,双流国际机场,流亭国际机场,2019/4/24 17:00,2019/4/24 20:00,28,20,多云,无持续风向,0.81 
1039,2019/4/24,双流国际机场,浦东国际机场,2019/4/24 13:40,2019/4/24 16:30,28,20,多云,无持续风向,0.76 
1050,2019/4/24,双流国际机场,虹桥国际机场,2019/4/24 17:45,2019/4/24 20:20,28,20,多云,无持续风向,0.77 
1058,2019/4/24,双流国际机场,浦东国际机场,2019/4/24 20:55,2019/4/25 0:05,28,20,多云,无持续风向,0.83 
1060,2019/4/24,双流国际机场,咸阳国际机场,2019/4/24 6:30,2019/4/24 7:50,28,20,多云,无持续风向,0.83 
1061,2019/4/24,双流国际机场,咸阳国际机场,2019/4/24 6:30,2019/4/24 7:50,28,20,多云,无持续风向,0.81 
1062,2019/4/24,双流国际机场,咸阳国际机场,2019/4/24 6:30,2019/4/24 7:50,28,20,多云,无持续风向,0.81 
1063,2019/4/24,双流国际机场,咸阳国际机场,2019/4/24 6:30,2019/4/24 7:50,28,20,多云,无持续风向,0.83 
1070,2019/4/24,黄花国际机场,双流国际机场,2019/4/24 17:55,2019/4/24 20:00,27,20,小雨,无持续风向,0.76 
1073,2019/4/24,黄花国际机场,双流国际机场,2019/4/24 8:05,2019/4/24 11:45,27,20,小雨,无持续风向,0.87 
1075,2019/4/24,黄花国际机场,流亭国际机场,2019/4/24 9:35,2019/4/24 11:50,27,20,小雨,无持续风向,0.81 
1077,2019/4/24,黄花国际机场,流亭国际机场,2019/4/24 21:00,2019/4/24 23:30,27,20,小雨,无持续风向,0.76 
1079,2019/4/24,黄花国际机场,虹桥国际机场,2019/4/24 10:05,2019/4/24 11:50,27,20,小雨,无持续风向,0.76 
1080,2019/4/24,黄花国际机场,虹桥国际机场,2019/4/24 10:05,2019/4/24 11:50,27,20,小雨,无持续风向,0.74 
1083,2019/4/24,黄花国际机场,浦东国际机场,2019/4/24 10:25,2019/4/24 12:25,27,20,小雨,无持续风向,0.83 
1104,2019/4/24,黄花国际机场,浦东国际机场,2019/4/24 21:50,2019/4/24 23:50,27,20,小雨,无持续风向,0.73 
1112,2019/4/24,黄花国际机场,咸阳国际机场,2019/4/24 22:55,2019/4/25 0:55,27,20,小雨,无持续风向,0.76 
1119,2019/4/24,白云国际机场,首都国际机场,2019/4/24 9:35,2019/4/24 12:55,25,22,大雨,无持续风向,0.81 
1140,2019/4/24,白云国际机场,首都国际机场,2019/4/24 19:30,2019/4/24 23:00,25,22,大雨,无持续风向,0.73 
1158,2019/4/24,白云国际机场,首都国际机场,2019/4/24 19:30,2019/4/24 23:00,25,22,大雨,无持续风向,0.85 
1166,2019/4/24,白云国际机场,双流国际机场,2019/4/24 8:15,2019/4/24 10:30,25,22,大雨,无持续风向,0.76 
1167,2019/4/24,白云国际机场,双流国际机场,2019/4/24 8:15,2019/4/24 10:30,25,22,大雨,无持续风向,0.83 
1196,2019/4/24,白云国际机场,双流国际机场,2019/4/24 8:15,2019/4/24 10:30,25,22,大雨,无持续风向,0.83 
1202,2019/4/24,白云国际机场,黄花国际机场,2019/4/24 8:10,2019/4/24 9:30,25,22,大雨,无持续风向,0.81 
1208,2019/4/24,白云国际机场,禄口国际机场,2019/4/24 7:35,2019/4/24 9:50,25,22,大雨,无持续风向,0.76 
1210,2019/4/24,白云国际机场,禄口国际机场,2019/4/24 7:55,2019/4/24 10:10,25,22,大雨,无持续风向,0.76 
1232,2019/4/24,白云国际机场,禄口国际机场,2019/4/24 19:50,2019/4/24 21:55,25,22,大雨,无持续风向,0.77 
1236,2019/4/24,白云国际机场,禄口国际机场,2019/4/24 23:00,2019/4/25 1:20,25,22,大雨,无持续风向,0.70 
1252,2019/4/24,新桥国际机场,双流国际机场,2019/4/24 11:45,2019/4/24 14:05,28,17,晴,无持续风向,0.76 
1255,2019/4/24,新桥国际机场,咸阳国际机场,2019/4/24 14:55,2019/4/24 16:45,28,17,晴,无持续风向,0.79 
1256,2019/4/24,新桥国际机场,咸阳国际机场,2019/4/24 15:55,2019/4/24 17:40,28,17,晴,无持续风向,0.76 
1259,2019/4/24,新桥国际机场,咸阳国际机场,2019/4/24 22:25,2019/4/25 0:15,28,17,晴,无持续风向,0.79 
1277,2019/4/24,禄口国际机场,咸阳国际机场,2019/4/24 14:25,2019/4/24 16:35,23,12,阴,无持续风向,0.79 
1278,2019/4/24,禄口国际机场,咸阳国际机场,2019/4/24 14:25,2019/4/24 16:35,23,12,阴,无持续风向,0.81 
1280,2019/4/24,禄口国际机场,咸阳国际机场,2019/4/24 17:05,2019/4/24 19:10,23,12,阴,无持续风向,0.79 
1281,2019/4/24,禄口国际机场,咸阳国际机场,2019/4/24 20:00,2019/4/24 21:55,23,12,阴,无持续风向,0.74 
1284,2019/4/24,禄口国际机场,咸阳国际机场,2019/4/24 12:05,2019/4/24 16:40,23,12,阴,无持续风向,0.77 
1285,2019/4/24,流亭国际机场,双流国际机场,2019/4/24 9:55,2019/4/24 12:55,21,10,多云,无持续风向,0.69 
1286,2019/4/24,流亭国际机场,双流国际机场,2019/4/24 9:55,2019/4/24 12:55,21,10,多云,无持续风向,0.76 
1287,2019/4/24,流亭国际机场,双流国际机场,2019/4/24 9:55,2019/4/24 12:55,21,10,多云,无持续风向,0.70 
1289,2019/4/24,流亭国际机场,双流国际机场,2019/4/24 12:45,2019/4/24 15:40,21,10,多云,无持续风向,0.76 
1301,2019/4/24,流亭国际机场,虹桥国际机场,2019/4/24 10:40,2019/4/24 12:25,21,10,多云,无持续风向,0.81 
1309,2019/4/24,流亭国际机场,浦东国际机场,2019/4/24 15:15,2019/4/24 16:55,21,10,多云,无持续风向,0.77 
1310,2019/4/24,流亭国际机场,浦东国际机场,2019/4/24 15:15,2019/4/24 16:55,21,10,多云,无持续风向,0.74 
1311,2019/4/24,流亭国际机场,虹桥国际机场,2019/4/24 15:35,2019/4/24 17:15,21,10,多云,无持续风向,0.81 
1318,2019/4/24,流亭国际机场,浦东国际机场,2019/4/24 19:40,2019/4/24 21:15,21,10,多云,无持续风向,0.76 
1319,2019/4/24,流亭国际机场,虹桥国际机场,2019/4/24 20:10,2019/4/24 21:50,21,10,多云,无持续风向,0.83 
1322,2019/4/24,流亭国际机场,浦东国际机场,2019/4/24 23:10,2019/4/25 0:50,21,10,多云,无持续风向,0.83 
1323,2019/4/24,流亭国际机场,浦东国际机场,2019/4/24 23:10,2019/4/25 0:50,21,10,多云,无持续风向,0.76 
1332,2019/4/24,流亭国际机场,虹桥国际机场,2019/4/24 22:20,2019/4/24 23:55,21,10,多云,无持续风向,0.76 
1338,2019/4/24,高崎国际机场,双流国际机场,2019/4/24 22:10,2019/4/25 0:55,25,19,阴,无持续风向,0.87 
1345,2019/4/24,高崎国际机场,黄花国际机场,2019/4/24 6:50,2019/4/24 8:30,25,19,阴,无持续风向,0.83 
1348,2019/4/24,高崎国际机场,黄花国际机场,2019/4/24 15:30,2019/4/24 17:10,25,19,阴,无持续风向,0.74 
1349,2019/4/24,高崎国际机场,黄花国际机场,2019/4/24 16:35,2019/4/24 18:20,25,19,阴,无持续风向,0.83 
1354,2019/4/24,高崎国际机场,黄花国际机场,2019/4/24 22:25,2019/4/25 0:05,25,19,阴,无持续风向,0.74 
1355,2019/4/24,高崎国际机场,新桥国际机场,2019/4/24 6:40,2019/4/24 8:25,25,19,阴,无持续风向,0.83 
1357,2019/4/24,高崎国际机场,新桥国际机场,2019/4/24 16:05,2019/4/24 17:45,25,19,阴,无持续风向,0.76 
1361,2019/4/24,高崎国际机场,新桥国际机场,2019/4/24 16:05,2019/4/24 17:45,25,19,阴,无持续风向,0.74 
1371,2019/4/24,高崎国际机场,浦东国际机场,2019/4/24 8:00,2019/4/24 10:05,25,19,阴,无持续风向,0.77 
1387,2019/4/24,高崎国际机场,浦东国际机场,2019/4/24 17:35,2019/4/24 19:35,25,19,阴,无持续风向,0.77 
1388,2019/4/24,高崎国际机场,浦东国际机场,2019/4/24 17:35,2019/4/24 19:35,25,19,阴,无持续风向,0.76 
1418,2019/4/24,虹桥国际机场,滨海国际机场,2019/4/24 15:55,2019/4/24 18:20,28,18,多云,无持续风向,0.83 
1446,2019/4/24,宝安国际机场,首都国际机场,2019/4/24 16:10,2019/4/24 19:20,27,22,雷阵雨,无持续风向,0.74 
1503,2019/4/24,宝安国际机场,双流国际机场,2019/4/24 17:45,2019/4/24 20:30,27,22,雷阵雨,无持续风向,0.69 
1540,2019/4/24,宝安国际机场,禄口国际机场,2019/4/24 17:30,2019/4/24 19:55,27,22,雷阵雨,无持续风向,0.79 
1547,2019/4/24,宝安国际机场,禄口国际机场,2019/4/24 23:15,2019/4/25 1:45,27,22,雷阵雨,无持续风向,0.74 
1550,2019/4/24,宝安国际机场,禄口国际机场,2019/4/24 17:30,2019/4/24 19:55,27,22,雷阵雨,无持续风向,0.73 
1577,2019/4/24,滨海国际机场,白云国际机场,2019/4/24 21:35,2019/4/25 0:40,23,10,晴,无持续风向,0.81 
1582,2019/4/24,滨海国际机场,新桥国际机场,2019/4/24 17:00,2019/4/24 18:50,23,10,晴,无持续风向,0.81 
1583,2019/4/24,滨海国际机场,咸阳国际机场,2019/4/24 7:20,2019/4/24 9:25,23,10,晴,无持续风向,0.79 
1584,2019/4/24,滨海国际机场,咸阳国际机场,2019/4/24 8:10,2019/4/24 10:10,23,10,晴,无持续风向,0.79 
1585,2019/4/24,滨海国际机场,咸阳国际机场,2019/4/24 13:45,2019/4/24 15:40,23,10,晴,无持续风向,0.76 
1590,2019/4/24,滨海国际机场,咸阳国际机场,2019/4/24 22:30,2019/4/25 0:35,23,10,晴,无持续风向,0.76 
1591,2019/4/24,天河国际机场,首都国际机场,2019/4/24 7:00,2019/4/24 8:55,30,20,多云,无持续风向,0.87 
1602,2019/4/24,天河国际机场,首都国际机场,2019/4/24 21:55,2019/4/25 0:05,30,20,多云,无持续风向,0.81 
1603,2019/4/24,天河国际机场,首都国际机场,2019/4/24 7:00,2019/4/24 8:55,30,20,多云,无持续风向,0.83 
1605,2019/4/24,天河国际机场,首都国际机场,2019/4/24 21:55,2019/4/25 0:05,30,20,多云,无持续风向,0.85 
1611,2019/4/24,天河国际机场,双流国际机场,2019/4/24 18:30,2019/4/24 20:40,30,20,多云,无持续风向,0.76 
1613,2019/4/24,天河国际机场,双流国际机场,2019/4/24 19:00,2019/4/24 21:20,30,20,多云,无持续风向,0.83 
1616,2019/4/24,天河国际机场,双流国际机场,2019/4/24 19:00,2019/4/24 21:20,30,20,多云,无持续风向,0.70 
1617,2019/4/24,天河国际机场,白云国际机场,2019/4/24 7:30,2019/4/24 9:20,30,20,多云,无持续风向,0.76 
1624,2019/4/24,天河国际机场,白云国际机场,2019/4/24 18:50,2019/4/24 20:40,30,20,多云,无持续风向,0.76 
1631,2019/4/24,天河国际机场,流亭国际机场,2019/4/24 7:20,2019/4/24 9:25,30,20,多云,无持续风向,0.76 
1637,2019/4/24,天河国际机场,流亭国际机场,2019/4/24 19:45,2019/4/24 22:00,30,20,多云,无持续风向,0.76 
1761,2019/4/25,流亭国际机场,天河国际机场,2019/4/25 16:30,2019/4/25 18:40,21,10,多云,无持续风向,0.76 
1762,2019/4/25,流亭国际机场,天河国际机场,2019/4/25 17:05,2019/4/25 19:20,21,10,多云,无持续风向,0.79 
1783,2019/4/25,虹桥国际机场,首都国际机场,2019/4/25 9:25,2019/4/25 11:50,28,18,多云,无持续风向,0.76 
1787,2019/4/25,虹桥国际机场,南苑机场,2019/4/25 11:05,2019/4/25 13:10,28,18,多云,无持续风向,0.85 
1792,2019/4/25,虹桥国际机场,首都国际机场,2019/4/25 11:45,2019/4/25 14:10,28,18,多云,无持续风向,0.70 
1827,2019/4/25,虹桥国际机场,首都国际机场,2019/4/25 7:20,2019/4/25 11:55,28,18,多云,无持续风向,0.76 
1828,2019/4/25,虹桥国际机场,首都国际机场,2019/4/25 11:45,2019/4/25 14:10,28,18,多云,无持续风向,0.74 
1829,2019/4/25,虹桥国际机场,黄花国际机场,2019/4/25 7:05,2019/4/25 9:05,28,18,多云,无持续风向,0.70 
1830,2019/4/25,虹桥国际机场,黄花国际机场,2019/4/25 7:05,2019/4/25 9:05,28,18,多云,无持续风向,0.81 
1833,2019/4/25,浦东国际机场,黄花国际机场,2019/4/25 7:25,2019/4/25 9:25,28,18,多云,无持续风向,0.83 
1855,2019/4/25,浦东国际机场,白云国际机场,2019/4/25 6:55,2019/4/25 9:25,28,18,多云,无持续风向,0.76 
1871,2019/4/25,虹桥国际机场,白云国际机场,2019/4/25 11:35,2019/4/25 13:50,28,18,多云,无持续风向,0.81 
1902,2019/4/25,浦东国际机场,白云国际机场,2019/4/25 21:15,2019/4/25 23:40,28,18,多云,无持续风向,0.76 
1903,2019/4/25,浦东国际机场,白云国际机场,2019/4/25 21:15,2019/4/25 23:40,28,18,多云,无持续风向,0.76 
1908,2019/4/25,浦东国际机场,白云国际机场,2019/4/25 6:55,2019/4/25 9:25,28,18,多云,无持续风向,0.76 
1943,2019/4/25,滨海国际机场,流亭国际机场,2019/4/25 14:20,2019/4/25 15:30,23,10,晴,无持续风向,0.76 
1944,2019/4/25,滨海国际机场,流亭国际机场,2019/4/25 14:20,2019/4/25 15:30,23,10,晴,无持续风向,0.76 
1945,2019/4/25,滨海国际机场,咸阳国际机场,2019/4/25 7:20,2019/4/25 9:25,23,10,晴,无持续风向,0.83 
1947,2019/4/25,滨海国际机场,咸阳国际机场,2019/4/25 17:35,2019/4/25 19:35,23,10,晴,无持续风向,0.85 
1951,2019/4/25,滨海国际机场,咸阳国际机场,2019/4/25 22:30,2019/4/26 0:35,23,10,晴,无持续风向,0.81 
1952,2019/4/25,天河国际机场,首都国际机场,2019/4/25 7:00,2019/4/25 8:55,30,20,多云,无持续风向,0.83 
1965,2019/4/25,天河国际机场,首都国际机场,2019/4/25 7:00,2019/4/25 8:55,30,20,多云,无持续风向,0.79 
1975,2019/4/25,天河国际机场,双流国际机场,2019/4/25 19:00,2019/4/25 20:55,30,20,多云,无持续风向,0.77 
1979,2019/4/25,天河国际机场,双流国际机场,2019/4/25 19:00,2019/4/25 20:55,30,20,多云,无持续风向,0.81 
1980,2019/4/25,天河国际机场,咸阳国际机场,2019/4/25 8:05,2019/4/25 9:35,30,20,多云,无持续风向,0.87 
1982,2019/4/25,天河国际机场,咸阳国际机场,2019/4/25 11:25,2019/4/25 13:05,30,20,多云,无持续风向,0.76 
2041,2019/4/26,黄花国际机场,首都国际机场,2019/4/26 21:45,2019/4/27 0:10,27,20,小雨,无持续风向,0.79 
2050,2019/4/26,黄花国际机场,江北国际机场,2019/4/26 15:00,2019/4/26 16:35,27,20,小雨,无持续风向,0.76 
